#,Visible?,Starred?,Bio View:1107 Proteins in 1006 Clusters,Accession Number,Molecular Weight,Protein Grouping Ambiguity,Fisher's Exact Test (p-value)*(p < 0.00375),Quantitative Profile,C1,PX1-I,PX2,PX1-P
,TRUE,Empty,Cluster of Isoform 3 of Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 (sp|Q9NQC3-3|RTN4_HUMAN),sp|Q9NQC3-3|RTN4_HUMAN [2],22 kDa,TRUE,0.54,[],33,18,40,31
,TRUE,Empty,    Isoform 3 of Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4,sp|Q9NQC3-3|RTN4_HUMAN,22 kDa,TRUE,0.51,[],13,1,19,16
,TRUE,Empty,    Isoform 5 of Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4,sp|Q9NQC3-5|RTN4_HUMAN,42 kDa,TRUE,0.44,[],31,18,36,25
,TRUE,Empty,Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4,ADHX_HUMAN,40 kDa,,0.38,[],22,41,19,41
,TRUE,Empty,NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1,NB5R1_HUMAN,34 kDa,,0.029,[],28,18,49,28
,TRUE,Empty,Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1,S10AD_HUMAN,11 kDa,,0.014,[],19,,45,50
,TRUE,Empty,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2,sp|P05556|ITB1_HUMAN,88 kDa,,0.29,[],32,23,42,25
,TRUE,Empty,Isoform 2 of Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1,sp|Q9BSJ8-2|ESYT1_HUMAN (+1),124 kDa,,0.21,[],30,17,44,33
,TRUE,Empty,Gamma-crystallin S OS=Homo sapiens OX=9606 GN=CRYGS PE=1 SV=4,CRYGS_HUMAN,21 kDa,,0.5,[],,46,,73
,TRUE,Empty,Isoform 2 of Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6,sp|Q15084-2|PDIA6_HUMAN (+4),54 kDa,,0.21,[],24,34,19,40
,TRUE,Empty,Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2,ASSY_HUMAN,47 kDa,,0.52,[],23,15,29,54
,TRUE,Empty,Isoform 1 of Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=H2AFY,sp|O75367-2|H2AY_HUMAN (+2),39 kDa,,0.034,[],23,45,43,11
,TRUE,Empty,Isoform 2 of Redox-regulatory protein FAM213A OS=Homo sapiens OX=9606 GN=FAM213A,sp|Q9BRX8-2|F213A_HUMAN (+1),24 kDa,,0.013,[],23,19,46,30
,TRUE,Empty,EH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=EHD2 PE=1 SV=2,sp|Q9NZN4|EHD2_HUMAN,61 kDa,,0.36,[],35,13,43,18
,TRUE,Empty,Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1,HEBP1_HUMAN,21 kDa,,0.38,[],24,34,23,35
,TRUE,Empty,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2,sp|P22626|ROA2_HUMAN,37 kDa,,0.11,[],18,24,34,36
,TRUE,Empty,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1,B5MDF5_HUMAN (+1),26 kDa,,0.37,[],30,33,27,30
,TRUE,Empty,Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=1,A0A1B0GUG1_HUMAN,41 kDa,TRUE,0.38,[],23,44,26,40
,TRUE,Empty,"40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",RS4X_HUMAN,30 kDa,,0.035,[],46,4,33,30
,TRUE,Empty,Cluster of Vesicle-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=VAMP3 PE=1 SV=3 (VAMP3_HUMAN),VAMP3_HUMAN,11 kDa,TRUE,0.37,[],27,15,36,42
,TRUE,Empty,    Vesicle-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=VAMP3 PE=1 SV=3,VAMP3_HUMAN,11 kDa,TRUE,0.5,[],27,14,36,42
,TRUE,Empty,Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens OX=9606 GN=PCBD1 PE=1 SV=2,PHS_HUMAN,12 kDa,,0.17,[],20,14,32,48
,TRUE,Empty,Methyltransferase-like protein 7A (Fragment) OS=Homo sapiens OX=9606 GN=METTL7A PE=1 SV=1,F8VQX6_HUMAN (+2),21 kDa,,0.39,[],26,30,34,28
,TRUE,Empty,40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2,RS13_HUMAN,17 kDa,,0.0062,[],34,21,17,27
,TRUE,Empty,Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3,RACK1_HUMAN,35 kDa,,< 0.00010,"Control low, PEX eye - bi high",6,10,44,56
,TRUE,Empty,Transmembrane protein 14C OS=Homo sapiens OX=9606 GN=TMEM14C PE=1 SV=1,TM14C_HUMAN,12 kDa,,0.018,[],28,,56,29
,TRUE,Empty,Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2,sp|Q53GQ0|DHB12_HUMAN,34 kDa,,0.45,[],33,22,32,23
,TRUE,Empty,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1",COX41_HUMAN,20 kDa,,0.064,[],19,12,36,33
,TRUE,Empty,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2,VDAC1_HUMAN,31 kDa,,0.13,[],32,20,50,35
,TRUE,Empty,"Cluster of 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=1 (A0A0D9SFS3_HUMAN)",A0A0D9SFS3_HUMAN [5],113 kDa,TRUE,0.45,[],32,19,35,24
,TRUE,Empty,"    2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=1",A0A0D9SFS3_HUMAN (+4),113 kDa,TRUE,0.5,[],30,19,34,23
,TRUE,Empty,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,LTOR1_HUMAN,18 kDa,,0.068,[],35,31,26,22
,TRUE,Empty,Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3,CATB_HUMAN,38 kDa,,0.031,[],30,10,16,41
,TRUE,Empty,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=2,F5GWF6_HUMAN (+1),57 kDa,,0.24,[],25,27,21,22
,TRUE,Empty,"Isoform 4 of Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2",sp|P04179-4|SODM_HUMAN (+1),20 kDa,,0.37,[],30,17,29,18
,TRUE,Empty,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2,sp|P60953|CDC42_HUMAN,21 kDa,,0.15,[],11,31,19,34
,TRUE,Empty,Isoform 2 of Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1,sp|P62873-2|GBB1_HUMAN (+1),36 kDa,TRUE,0.22,[],28,36,44,43
,TRUE,Empty,Asporin OS=Homo sapiens OX=9606 GN=ASPN PE=1 SV=2,ASPN_HUMAN,43 kDa,,0.16,[],37,21,29,22
,TRUE,Empty,Isoform 2 of Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP,sp|O00560-2|SDCB1_HUMAN (+1),32 kDa,,0.11,[],26,20,15,27
,TRUE,Empty,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3",VATB2_HUMAN,57 kDa,,0.25,[],27,16,23,42
,TRUE,Empty,Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK,sp|P61978-2|HNRPK_HUMAN (+2),51 kDa,,0.16,[],24,11,39,34
,TRUE,Empty,Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3,sp|Q14195-2|DPYL3_HUMAN,74 kDa,TRUE,0.032,[],44,22,24,47
,TRUE,Empty,Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=2,F162A_HUMAN (+1),17 kDa,,0.33,[],27,7,35,36
,TRUE,Empty,"Fatty acid-binding protein, heart OS=Homo sapiens OX=9606 GN=FABP3 PE=1 SV=4",FABPH_HUMAN (+1),15 kDa,,0.1,[],32,17,23,30
,TRUE,Empty,Isoform 2 of Thioredoxin OS=Homo sapiens OX=9606 GN=TXN,sp|P10599-2|THIO_HUMAN (+1),9 kDa,,0.17,[],26,22,20,37
,TRUE,Empty,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1,VTNC_HUMAN,54 kDa,,0.29,[],32,25,30,20
,TRUE,Empty,Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=1,A0A024QZX5_HUMAN (+2),43 kDa,,0.03,[],32,29,18,28
,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1,A0A1W2PPS1_HUMAN (+2),88 kDa,,0.15,[],20,24,34,28
,TRUE,Empty,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=1,A0A286YF22_HUMAN (+1),56 kDa,,0.0053,[],42,27,18,17
,TRUE,Empty,"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",GRP75_HUMAN,74 kDa,,0.18,[],28,17,24,36
,TRUE,Empty,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,RS8_HUMAN,24 kDa,,0.21,[],25,22,22,19
,TRUE,Empty,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,AHNK_HUMAN,629 kDa,,0.48,[],10,17,13,60
,TRUE,Empty,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,RS10_HUMAN,19 kDa,,0.33,[],21,17,28,30
,TRUE,Empty,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,RPN1_HUMAN,69 kDa,,0.46,[],27,19,27,21
,TRUE,Empty,Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,sp|P11279|LAMP1_HUMAN,45 kDa,,0.46,[],29,9,36,28
,TRUE,Empty,60S ribosomal protein L18 (Fragment) OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1,H0YHA7_HUMAN (+3),19 kDa,,0.51,[],17,43,20,21
,TRUE,Empty,Cluster of Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3 (PDIA1_HUMAN),PDIA1_HUMAN [2],57 kDa,TRUE,0.013,[],34,7,17,40
,TRUE,Empty,    Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,PDIA1_HUMAN,57 kDa,TRUE,0.0084,[],34,7,16,40
,TRUE,Empty,    Protein disulfide-isomerase (Fragment) OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=1,H0Y3Z3_HUMAN,32 kDa,TRUE,0.5,[],13,4,6,16
,TRUE,Empty,Isoform 2 of Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1,sp|P19367-2|HXK1_HUMAN (+3),102 kDa,,0.0017,"Control high, PEX eye - bi low",42,22,18,19
,TRUE,Empty,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,MVP_HUMAN,99 kDa,,0.063,[],30,13,19,34
,TRUE,Empty,PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1,PRAF3_HUMAN,22 kDa,,0.14,[],20,9,34,38
,TRUE,Empty,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,RS25_HUMAN,14 kDa,,0.16,[],14,23,29,34
,TRUE,Empty,Isoform 2 of Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3,sp|P62318-2|SMD3_HUMAN (+1),13 kDa,,0.38,[],23,23,23,30
,TRUE,Empty,Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=1,I3L1P8_HUMAN (+1),32 kDa,,0.093,[],39,6,30,23
,TRUE,Empty,Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,X6RJP6_HUMAN (+1),21 kDa,,0.013,[],29,18,15,37
,TRUE,Empty,Isoform B of Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1,sp|P63000-2|RAC1_HUMAN (+1),23 kDa,,0.13,[],21,37,12,20
,TRUE,Empty,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4,sp|Q15907|RB11B_HUMAN,24 kDa,TRUE,0.16,[],17,24,26,25
,TRUE,Empty,Cluster of Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3 (sp|P62879|GBB2_HUMAN),sp|P62879|GBB2_HUMAN,37 kDa,TRUE,0.054,[],19,24,45,45
,TRUE,Empty,    Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3,sp|P62879|GBB2_HUMAN,37 kDa,TRUE,0.068,[],19,24,45,45
,TRUE,Empty,Aldose 1-epimerase OS=Homo sapiens OX=9606 GN=GALM PE=1 SV=1,GALM_HUMAN,38 kDa,,0.094,[],26,25,17,29
,TRUE,Empty,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,NDUA4_HUMAN,9 kDa,,0.5,[],26,15,32,23
,TRUE,Empty,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",sp|O75489|NDUS3_HUMAN,30 kDa,,0.098,[],28,21,20,29
,TRUE,Empty,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,RL6_HUMAN,33 kDa,,0.29,[],18,25,29,25
,TRUE,Empty,V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3,VATG1_HUMAN,14 kDa,,0.16,[],19,37,11,21
,TRUE,Empty,Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,ACOC_HUMAN,98 kDa,,0.025,[],30,15,15,29
,TRUE,Empty,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3,DAD1_HUMAN (+1),12 kDa,,0.018,[],14,13,37,32
,TRUE,Empty,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,F8VWS0_HUMAN (+2),30 kDa,,0.38,[],22,24,19,24
,TRUE,Empty,Isoform Soluble of Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT,sp|P21964-2|COMT_HUMAN (+1),24 kDa,,0.53,[],20,20,22,32
,TRUE,Empty,Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=1,A0A087WZP6_HUMAN (+2),107 kDa,TRUE,0.37,[],30,22,31,19
,TRUE,Empty,40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1,A0A2R8Y811_HUMAN (+1),16 kDa,,0.38,[],19,27,21,25
,TRUE,Empty,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,XRCC5_HUMAN,83 kDa,,0.36,[],24,19,33,15
,TRUE,Empty,Isoform 2 of Melanocyte protein PMEL OS=Homo sapiens OX=9606 GN=PMEL,sp|P40967-2|PMEL_HUMAN (+4),71 kDa,,0.15,[],30,8,23,26
,TRUE,Empty,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,sp|P50395|GDIB_HUMAN,51 kDa,TRUE,0.32,[],55,23,50,87
,TRUE,Empty,Cluster of Isoform XA of Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 (sp|P23634-2|AT2B4_HUMAN),sp|P23634-2|AT2B4_HUMAN [8],129 kDa,TRUE,0.0094,[],13,9,38,31
,TRUE,Empty,    Isoform XA of Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4,sp|P23634-2|AT2B4_HUMAN (+7),129 kDa,TRUE,0.028,[],13,9,32,30
,TRUE,Empty,Cluster of High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3 (HMGB1_HUMAN),HMGB1_HUMAN [2],25 kDa,TRUE,0.12,[],25,20,17,28
,TRUE,Empty,    High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3,HMGB1_HUMAN (+1),25 kDa,TRUE,0.12,[],25,20,17,28
,TRUE,Empty,40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3,RS9_HUMAN,23 kDa,,0.41,[],17,18,22,22
,TRUE,Empty,Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,sp|Q96IU4|ABHEB_HUMAN,22 kDa,,0.17,[],22,26,16,29
,TRUE,Empty,Isoform 2 of Filamin-C OS=Homo sapiens OX=9606 GN=FLNC,sp|Q14315-2|FLNC_HUMAN (+1),287 kDa,TRUE,0.53,[],68,22,60,19
,TRUE,Empty,Cluster of Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3 (PP1B_HUMAN),PP1B_HUMAN [5],37 kDa,TRUE,0.0025,"Control low, PEX eye - bi high",8,15,33,35
,TRUE,Empty,    Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,PP1B_HUMAN,37 kDa,TRUE,0.016,[],8,14,33,35
,TRUE,Empty,    Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1,F8VR82_HUMAN (+3),31 kDa,TRUE,0.15,[],5,7,29,29
,TRUE,Empty,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,ARP3_HUMAN,47 kDa,,0.0055,[],28,15,10,33
,TRUE,Empty,Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,NUCL_HUMAN,77 kDa,,0.29,[],19,20,27,24
,TRUE,Empty,"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5H PE=1 SV=3",sp|O75947|ATP5H_HUMAN,18 kDa,,0.11,[],17,25,28,17
,TRUE,Empty,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS PE=1 SV=2",sp|P23381|SYWC_HUMAN,53 kDa,,< 0.00010,"Control high, PEX eye - bi low",35,23,3,30
,TRUE,Empty,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=1,C9JL85_HUMAN (+1),6 kDa,,0.15,[],15,28,26,22
,TRUE,Empty,60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1,RLA1_HUMAN,12 kDa,,0.21,[],30,19,25,14
,TRUE,Empty,Isoform 2 of NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens OX=9606 GN=NDUFB4,sp|O95168-2|NDUB4_HUMAN (+1),14 kDa,,0.1,[],8,26,17,23
,TRUE,Empty,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1 PE=1 SV=2",AT5F1_HUMAN,29 kDa,,0.02,[],10,17,32,21
,TRUE,Empty,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,PSB1_HUMAN,26 kDa,,0.54,[],17,22,19,27
,TRUE,Empty,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=1,E9PQD7_HUMAN (+1),25 kDa,,0.33,[],23,18,21,25
,TRUE,Empty,"Fructose-1,6-bisphosphatase isozyme 2 OS=Homo sapiens OX=9606 GN=FBP2 PE=1 SV=2",F16P2_HUMAN,37 kDa,TRUE,0.39,[],15,24,20,26
,TRUE,Empty,Mitochondrial pyruvate carrier 2 OS=Homo sapiens OX=9606 GN=MPC2 PE=1 SV=1,MPC2_HUMAN (+1),14 kDa,,0.44,[],24,10,27,25
,TRUE,Empty,Isoform 2 of F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB,sp|P47756-2|CAPZB_HUMAN (+1),31 kDa,,0.0035,"Control high, PEX eye - bi low",28,22,9,25
,TRUE,Empty,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,sp|Q01518|CAP1_HUMAN,52 kDa,,0.13,[],9,30,2,41
,TRUE,Empty,Transmembrane protein 109 OS=Homo sapiens OX=9606 GN=TMEM109 PE=1 SV=1,TM109_HUMAN,26 kDa,,0.13,[],20,30,13,24
,TRUE,Empty,Cluster of 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2 (sp|P23396|RS3_HUMAN),sp|P23396|RS3_HUMAN,27 kDa,TRUE,0.19,[],14,16,24,29
,TRUE,Empty,    40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,sp|P23396|RS3_HUMAN,27 kDa,TRUE,0.22,[],14,16,24,29
,TRUE,Empty,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1,IGLC2_HUMAN (+1),11 kDa,,0.022,[],26,24,14,22
,TRUE,Empty,Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,VPS35_HUMAN,92 kDa,,0.29,[],24,25,20,11
,TRUE,Empty,Dynein light chain roadblock-type 1 OS=Homo sapiens OX=9606 GN=DYNLRB1 PE=1 SV=3,sp|Q9NP97|DLRB1_HUMAN,11 kDa,,0.3,[],20,18,30,18
,TRUE,Empty,Cluster of Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1 (A0A1W2PPX5_HUMAN),A0A1W2PPX5_HUMAN [6],49 kDa,TRUE,0.43,[],20,10,25,26
,TRUE,Empty,    Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1,A0A1W2PPX5_HUMAN (+5),49 kDa,TRUE,0.43,[],20,10,25,26
,TRUE,Empty,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",COX5B_HUMAN,14 kDa,,0.33,[],13,27,19,21
,TRUE,Empty,Cluster of Isoform 2 of Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR (sp|O43390-2|HNRPR_HUMAN),sp|O43390-2|HNRPR_HUMAN [8],71 kDa,TRUE,0.21,[],18,19,30,18
,TRUE,Empty,    Isoform 2 of Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR,sp|O43390-2|HNRPR_HUMAN (+2),71 kDa,TRUE,0.24,[],11,13,24,12
,TRUE,Empty,"    Synaptotagmin binding, cytoplasmic RNA interacting protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=1",B7Z645_HUMAN (+4),52 kDa,TRUE,0.6,[],8,7,12,8
,TRUE,Empty,Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2,sp|P07741|APT_HUMAN,20 kDa,,0.063,[],23,26,11,19
,TRUE,Empty,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3,sp|P49189|AL9A1_HUMAN,54 kDa,,0.54,[],21,14,19,24
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens OX=9606 GN=NDUFA11 PE=1 SV=3,sp|Q86Y39|NDUAB_HUMAN,15 kDa,,0.29,[],20,,28,35
,TRUE,Empty,Cluster of Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1 (RRAS_HUMAN),RRAS_HUMAN,23 kDa,TRUE,0.015,[],10,12,30,27
,TRUE,Empty,    Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1,RRAS_HUMAN,23 kDa,TRUE,0.033,[],10,11,30,27
,TRUE,Empty,Isoform 3 of Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C,sp|O00159-3|MYO1C_HUMAN,120 kDa,,0.15,[],33,10,25,13
,TRUE,Empty,Isoform 2 of Filamin-B OS=Homo sapiens OX=9606 GN=FLNB,sp|O75369-2|FLNB_HUMAN (+5),276 kDa,TRUE,0.0028,"Control high, PEX eye - bi low",58,29,27,31
,TRUE,Empty,Isoform Long of Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD,sp|P11413-2|G6PD_HUMAN (+2),64 kDa,,0.024,[],27,6,13,29
,TRUE,Empty,Cluster of Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3 (sp|P26641|EF1G_HUMAN),sp|P26641|EF1G_HUMAN,50 kDa,TRUE,0.38,[],23,14,21,19
,TRUE,Empty,    Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,sp|P26641|EF1G_HUMAN,50 kDa,TRUE,0.44,[],23,14,21,19
,TRUE,Empty,60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1,A0A2R8Y6J3_HUMAN (+1),27 kDa,,0.38,[],20,17,19,18
,TRUE,Empty,Heterochromatin protein 1-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,B0QZK4_HUMAN (+2),29 kDa,,0.43,[],20,24,22,10
,TRUE,Empty,V-type proton ATPase subunit OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1,F5GYQ1_HUMAN (+2),45 kDa,,0.5,[],21,25,18,14
,TRUE,Empty,Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1,sp|Q9Y277|VDAC3_HUMAN,31 kDa,,0.085,[],37,7,33,26
,TRUE,Empty,Cluster of Ras-related protein Rap-2b OS=Homo sapiens OX=9606 GN=RAP2B PE=1 SV=1 (RAP2B_HUMAN),RAP2B_HUMAN,21 kDa,TRUE,0.21,[],22,19,17,23
